Year,Election ,Province name,Candidate name,,,,,,,,,
2024,DPD,Sumatera Barat,"H. MUSLIM M YATIM, Lc., M.M.",,,,,,,,,
2024,DPD,Sumatera Barat,Hj. EMMA YOHANNA,,,,,,,,,
2024,DPD,Sumatera Barat,"Hj. YURI HADIAH, S.H.",,,,,,,,,
2024,DPD,Sumatera Barat,"Ir. H. HENDRA IRWAN RAHIM, M.M.",,,,,,,,,
2024,DPD,Sumatera Barat,"MEVRIZAL, S.H., M.H.",,,,,,,,,
2024,DPD,Sumatera Barat,"NURKHALIS, S.H.",,,,,,,,,
2024,DPD,Sumatera Barat,YONDER WE ALVARENT,,,,,,,,,
2024,DPD,Sumatera Barat,"YONG HENDRI, S.H, DT. Paduko Reno.",,,,,,,,,
2024,DPD,Sumatera Selatan,ABDUL AZIZ,,,,,,,,,
2024,DPD,Sumatera Selatan,"AGUNG WIJAYA, S.H., M.H.",,,,,,,,,
2024,DPD,Sumatera Selatan,ALDINA MERIAMDA PUTRI,,,,,,,,,
2024,DPD,Sumatera Selatan,"AMALIAH, S.K.G., M.B.A.",,,,,,,,,
2024,DPD,Sumatera Selatan,"dr. AZZAHRAZADE, M.K.M.",,,,,,,,,
2024,DPD,Sumatera Selatan,"DR. H. MAT SYUROH, M.M., M.Si",,,,,,,,,
2024,DPD,Sumatera Selatan,"EDWARD JAYA, S.H.",,,,,,,,,
2024,DPD,Sumatera Selatan,H. IMAM MANSUR,,,,,,,,,
2024,DPD,Sumatera Selatan,"H. M. HAMDANI, A.M.Kep, S.K.M., M.Kes (Biomed)",,,,,,,,,
2024,DPD,Sumatera Selatan,"H. NUR KHOLIS, S.H., M.A.",,,,,,,,,
2024,DPD,Sumatera Selatan,"HJ. ARNIZA NILAWATI, S.E., M.M.",,,,,,,,,
2024,DPD,Sumatera Selatan,"Hj. EVA SUSANTI, S.E., M.M.",,,,,,,,,
2024,DPD,Sumatera Selatan,Hj. SEPTIANA CAROLIN,,,,,,,,,
2024,DPD,Sumatera Selatan,Hj. SEPTIANA CAROLIN,,,,,,,,,
2024,DPD,Sumatera Selatan,"JIALYKA MAHARANI, S.l.Kom.",,,,,,,,,
2024,DPD,Sumatera Selatan,M. REZA FARISYI,,,,,,,,,
2024,DPD,Sumatera Selatan,"MUHAMMAD AMINUDDIN, S.H.",,,,,,,,,
2024,DPD,Sumatera Selatan,"RATU TENNY LERIVA, S.Ked.",,,,,,,,,
2024,DPD,Sumatera Selatan,ROSMALA DEWI,,,,,,,,,
2024,DPD,Sumatera Selatan,ROSMALA DEWI,,,,,,,,,
2024,DPD,Sumatera Selatan,ROSMALA DEWI,,,,,,,,,
2024,DPD,Sumatera Utara,"ANDI JUNIANTO BARUS, S.H., M.H.",,,,,,,,,
2024,DPD,Sumatera Utara,"BAHRUL 'ULUM HARAHAP, S.Fil.I., M.Pd.",,,,,,,,,
2024,DPD,Sumatera Utara,"DARWIS H. HARAHAP, S.P.",,,,,,,,,
2024,DPD,Sumatera Utara,"Dr. BADIKENITA BR SITEPU, S.E., S.H., M.Si.",,,,,,,,,
2024,DPD,Sumatera Utara,"Dr. IKHWALUDDIN SIMATUPANG, S.H., M.Hum.",,,,,,,,,
2024,DPD,Sumatera Utara,"Dr. PARLINDUNGAN PURBA, S.H., M.M.",,,,,,,,,
2024,DPD,Sumatera Utara,"EMSAH PERANGIN ANGIN, S.P.",,,,,,,,,
2024,DPD,Sumatera Utara,"H. ALBINER SITOMPUL, S.I.P., M.A.P.",,,,,,,,,
2024,DPD,Sumatera Utara,"H. FAISAL AMRI, S.Ag., M.Ag.",,,,,,,,,
2024,DPD,Sumatera Utara,Ir. ABDON NABABAN,,,,,,,,,
2024,DPD,Sumatera Utara,ISKANDAR SEMBIRING,,,,,,,,,
2024,DPD,Sumatera Utara,"JOKO SUSILO, A.Md.",,,,,,,,,
2024,DPD,Sumatera Utara,"K.H. MUHAMMAD NUH, M.S.P.",,,,,,,,,
2024,DPD,Sumatera Utara,"M. FIRMAN SHAH, S.H.",,,,,,,,,
2024,DPD,Sumatera Utara,"PARULIAN SIREGAR, M.A.",,,,,,,,,
2024,DPD,Sumatera Utara,"Pdt. PENRAD SIAGIAN, S.Th., M.Si., Teol.",,,,,,,,,
2024,DPD,Sumatera Utara,"SABAM PARULIAN PARSAORAN MANALU, S.E., M.A.P.",,,,,,,,,
2024,DPD,Sumatera Utara,"SAMULYA SURYA INDRA, S.P.",,,,,,,,,
2024,DPD,Sumatera Utara,SUKADI ,,,,,,,,,
2024,DPD,Sumatera Utara,"Ust. Dr. H. DEDI ISKANDAR BATUBARA, S.Sos., S.H., M.S.P., M.H., C.I.R.B.C., C.W.C.",,,,,,,,,
2024,DPD,Sumatera Utara,"Ust. RAFDINAL, S.Sos., M.A.P.",,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
