Year,Province name,Election ,Registered voters in district,Valid votes in district,Invalid votes,Candidate name,Candidate number,Candidate number of votes,Candidate elected to the DPD,,,,,,,,,,,
2014,Maluku,DPD,,,,"AGUSTINUS DADIARA, S.H.",4,"17,995",,,,,,,,,,,,
2014,Maluku,DPD,,,,ANNA LATUCONSINA,5,"108,876",1,,,,,,,,,,,
2014,Maluku,DPD,,,,"ARSI DIVINUBUN, S.H.",6,"18,150",,,,,,,,,,,,
2014,Maluku,DPD,,,,"COSMAS E. REFRA, S.H.",7,"44,439",,,,,,,,,,,,
2014,Maluku,DPD,,,,"DEKY ISAK SINMIASA, S.H.",8,"34,842",,,,,,,,,,,,
2014,Maluku,DPD,,,,Dipl. Oek. ENGELINA. PATTIASINA,9,"50,718",,,,,,,,,,,,
2014,Maluku,DPD,,,,ETHA AISYAH HENTIHU,10,"53,300",,,,,,,,,,,,
2014,Maluku,DPD,,,,"ISMAIL PELU, S.H.",11,"25,091",,,,,,,,,,,,
2014,Maluku,DPD,,,,"JACOB JACK OSPARA, S.Th., M.Th.",12,"42,161",,,,,,,,,,,,
2014,Maluku,DPD,,,,"Prof. Dr, JOHN PIERIS, S.H.,M.S.",13,"63,016",1,,,,,,,,,,,
2014,Maluku,DPD,,,,"LA ODE RAHIM BIN ALI, S.H.",14,-,,,,,,,,,,,,
2014,Maluku,DPD,,,,"H. LA ODE SALIMIN, S.Pd.",15,"60,548",,,,,,,,,,,,
2014,Maluku,DPD,,,,M. RAMLI KAMIDIN ,16,"32,517",,,,,,,,,,,,
2014,Maluku,DPD,,,,HJ. MERRY ASSEGAF,17,"42,862",,,,,,,,,,,,
2014,Maluku,DPD,,,,"MIDIN B. LAMANY, S.H.",18,"12,279",,,,,,,,,,,,
2014,Maluku,DPD,,,,"MUHAMAD RAMLI USWANAS, S.E.",19,"12,843",,,,,,,,,,,,
2014,Maluku,DPD,,,,"Letjen TNI (Marinir) Purn. Dr. NONO SAMPONO, M.SI.",20,"65,189",1,,,,,,,,,,,
2014,Maluku,DPD,,,,"NOVITA ANAKOTTA, S.H, M.H.",21,"62,501",1,,,,,,,,,,,
2014,Maluku,DPD,,,,POLICARPUS ULUKYANAN,22,"7,548",,,,,,,,,,,,
2014,Maluku,DPD,,,,"SOLEMAN LENDE DAPPA, S.Hut, M.Th.",23,"13,369",,,,,,,,,,,,
2014,Maluku,DPD,,,,"Drs. SULAIMAN WASAHUA, M.SI.",24,"12,749",,,,,,,,,,,,
2014,Maluku,DPD,,,,"ZULKARNAIN AWAT AMIR, S.P.",25,"22,603",,,,,,,,,,,,
2014,Maluku Utara,DPD,,"622,821",,,,,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Drs. AB. BUANG BUAMONABOT,1,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Ir. H. ABD HAMID UMAHUK ,2,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,H. ABD. RAHMAN ADAM,3,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,dr. H. ABDUL GAFUR T. IDRIS,4,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"ABDULLAH ALI, S.T",5,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Drs. Hi. ABDULRACHMAN LAHABATO,6,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,ADE ADAM NOCH,7,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,ALI DJAIDUN,8,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Hi. ANWAR HI. IBRAHIM ,9,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,AZFAD AMIRULLAH GAFARULLAH SOAMOLE,10,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"BASRI SALAMA, S.Pd. ",11,#REF!,1,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"DAYAN RENLEUW, S.T.",12,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"H. GAWI ABAS, S.E.",13,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Hi. HALIM DO BAYAN ,14,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"IMRAN S. DJUMADIL, S.H. ",15,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"JACUB ZADRAK KAREL MATEKOHY, S.H. ",16,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Drs. JUANDA BAKAR ,17,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"KADARIN PODA, S.E. ",18,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"H.M. IQBAL BOPENG, SH",19,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"MATHEUS STEFI PASIMANJEKU, S.H. ",20,#REF!,1,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"Drs. H. MUDAFFAR SJAH, M.Si",21,#REF!,1,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,MUHAMMADd M. BANAPON,22,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,MUHAMMAD SYADRI ,23,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Ir. MUHLIS A. ADAM ,24,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Ir. MUSRIYONI NABIU,25,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,NURDIN ABAS ,26,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,REVLI ,27,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,RUSLI H. ARIFIN ,28,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Hj. SURIATI ARMAIYN,29,#REF!,1,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"Hi. SYARIF DO. HI. MUHAMMAD, S. Hut. ",30,#REF!,,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,Ir. UDIYANTO I. BASIR ,31,"2,564",,,,,,,,,,,,
2014,Maluku Utara,DPD,,,,"Pdt. VIKTOR CH. S.PAY, S.Si Teol. ",32,"15,239",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,"2,256,632",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"A. ZULKARNAEN ARIPIN ABDUL MAJID, S.Ag.",1,"111,593",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"H. ABDUL HARIS, M.Sc, M.M.",2,"79,814",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"H. ABDUL KASIM, S.H. ",3,"98,958",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,drh. H. ABDUL SAMAD,4,"87,653",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"ANDI MAPPERUMAH, M.S.",5,"89,469",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"Ir. H. BADRUL MUNIR, M.M.",6,"112,261",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"BAIQ DIYAH RATU GANEFI, S.H.",7,"187,695",1,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"DJAIDUN HASAN, S.E., M.M.",8,"55,443",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,Prof. Dr. FAROUK MUHAMMAD,9,"152,306",1,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,HAJI PADLI,10,"95,583",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"HALIMAH TUSA'ADIAH, S.Pd.I.",11,"25,185",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,Ir. ILHAM SABIL,12,"29,429",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"KAHRUL ZAMAN, S.H., M.H.",13,"15,764",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"L. NASRULLAH WIJAYA KUSUMA, S.P., M.H.",14,"27,468",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,TGH. L. NURUL WATHONI S. Pd.I.,15,"42,480",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"H. L. SAHRIAL AKHMADI, S.H.",16,"44,634",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,Drs. LALU AGUS SARJANA,17,"21,654",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"TGH. LALU MALA SAR'I, S.Ag.",18,"71,871",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,,19,-,,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,Drs. H. LALU SUHAIMI ISMY,20,"172,375",1,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"H. LALU WIRATMAJA, S.H.",21,"71,883",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,Ir. H. M. IKHSAN GEMALA PUTRA,22,"16,761",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,Drs. H. M. IKROM,23,"12,226",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"H. M. SUPARJITO, S.Sos.",24,"14,418",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,H. MASYKUR SIMAN,25,"8,524",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"Drs. TGH. MUCHLIS IBRAHIM, M.Si.",26,"61,889",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"MUH. TURMUZI, S.H. M.M.Pd.",27,"19,667",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"H. MUHAIMIN YAHYA, S.SOS.",28,"33,922",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,MUHAMAD MUSANNIP,29,"12,748",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"H. MUHAMMAD, S.H.",30,"23,091",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"MUHAMMAD NASRULLAH, S.Ag.",31,"32,414",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,TGH. MUHARRAR MAHFUZ,32,"129,002",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"NAJAMUDDIN UMAR, S.E.",33,"23,676",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"Hj. ROBIATUL ADAWIYAH, S.E.",34,"129,878",1,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"RUKMAN, S.E.",35,"19,022",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"Ir. Hj. SRI SUSTINI. NS, M.M.",36,"38,991",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"Dr. SUHARYANTO H. SORO, A.CA., S.Pd. M.Pd.",37,"22,306",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,"SUPRATMAN, S.E.",38,"19,259",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,THAMRIN MARDJUN,39,"5,920",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,Ir. TJATUR KUKUH SURJANTO,40,"12,695",,,,,,,,,,,,
2014,Nusa Tenggara Barat,DPD,,,,YANI SAGAROA,41,"26,705",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,," 2,248,902 ",,,,,,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Ir. ABRAHAM LIYANTO ,1,"177,119",1,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"ADRIANUS GARU, S.E., M.SI.",2,"140,502",1,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"Drs. AGUSTINUS BEBOK QUINTUS, M.S",3,"37,763",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"ALEKSIUS ARMANJAYA, S.S., M.H.",4,-,,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"ANTONIUS ELISEUS RASI WANGGE, S.S.",5,"75,324",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"ARIESTON DAPPA, S.T.",6,"70,286",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,dr. ASYERA R.A. WONDALERO,7,"63,811",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"Ir. BERNADUS YOHANES RALDY DOY, M.SI.",8,"96,314",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,CAROLINA NUBATONIS-KONDO,9,"75,352",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Drs. E. ENSE DA CUNHA SOLAPUNG,10,"58,631",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"FERDINANDUS SENTOSA NGGAO, S.Sos, M.SI.",11,"38,939",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,FRANCISCO DEODATO ROSARIO OSORIO SOARES,12,"14,171",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"FRANSISKUS XAVERIUS ELVIS HANCU, S.Fil.",13,"25,390",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"Drs. H. R. TONUBESSI, M.Hum., M.Si.",14,"14,789",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Drs. IBRAHIM AGUSTINUS MEDAH,15,"382,122",1,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Drs. JOHANES MAT NGARE,16,"27,592",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Drs. JOHN TH. BLEGUR,17,"53,854",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,JULIA STEVANNY E. BLEGUR,18,"33,882",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Drs. MAKABORANG HAMATARA,19,"28,868",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"MAKARIUS PASKALIS BAUT, S.H.",20,"68,054",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,MARCUS HENDRIK,21,"9,922",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"MARIA NUBAN SAKU, S.H.",22,"17,948",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Ir. MARTINUS JAWA,23,"26,423",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Dra. MIEN HADJON PATTYMANGOE,24,"28,504",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,MIKAEL UMBU ZASA ,25,"58,620",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,MOSES MOGO,26,"75,271",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"NUNIK ELIZABETH MERUKH, M.B.A.",27,"28,971",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Drs. PAULUS MOA,28,"63,866",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,PITER THINUNG PITOBY,29,"19,685",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"Drs. REFAFI GAH, M.Pd.",30,"21,708",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"RENGKA PIUS, S.H., M.Sc.",31,"10,971",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,ROMANUS NDAU,32,"30,859",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Ir. SARAH LERY MBOEIK,33,"56,131",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,SIMON NUBATONIS,34,"18,102",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,Drs. STEFANUS MONE KAKA,35,"19,739",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,SYAFRUDIN ATASOGE,36,"103,876",1,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,TENGGUDAI PETRONELLA LITTIK,37,-,,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"UMBU SAPPY SAMAPATY, S.H., M.H.",38,"70,866",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"UMBU WULANG TANAAMAH PARANGGI, S.SoS.",39,"29,008",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,"dr. WERA DAMIANUS, M.M",40,"42,057",,,,,,,,,,,,
2014,Nusa Tenggara Timur,DPD,,,,WIHERS RIHI HEREWILA,41,"33,612",,,,,,,,,,,,
2014,Papua,DPD,,"2,904,716",,,,,,,,,,,,,,,,
2014,Papua,DPD,,,,"ANTON H.M. WALAB GEBZE, S.H. ",1,"71,433",,,,,,,,,,,,
2014,Papua,DPD,,,,"Pdt. CARLES SIMAREMARE, S.Th., M.Si. ",2,"394,138",1,,,,,,,,,,,
2014,Papua,DPD,,,,"DANIEL BUTU, B.A. ",3,"79,421",,,,,,,,,,,,
2014,Papua,DPD,,,,Drs. Dirk DICKY RUMBOIRUSI ,4,"58,742",,,,,,,,,,,,
2014,Papua,DPD,,,,EDISON LAMBE ,5,"206,503",1,,,,,,,,,,,
2014,Papua,DPD,,,,"EMANUEL TEBAI, S.Pd., M.B.A. ",6,"168,949",,,,,,,,,,,,
2014,Papua,DPD,,,,FERDINANDA W. IBO YATIPAY,7,"115,766",,,,,,,,,,,,
2014,Papua,DPD,,,,"FREDERIK WAKUM, S.Sos",8,"148,767",,,,,,,,,,,,
2014,Papua,DPD,,,,HABELINO SAWAKI ,9,"83,581",,,,,,,,,,,,
2014,Papua,DPD,,,,HELINA MURIB ,10,"84,611",,,,,,,,,,,,
2014,Papua,DPD,,,,"JOHN WEMPI WONA, S.H. ",11,"195,831",,,,,,,,,,,,
2014,Papua,DPD,,,,"JOSHUA ONIM, S.E. ",12,"66,630",,,,,,,,,,,,
2014,Papua,DPD,,,,"LA MADI, S.E. ",13,"68,900",,,,,,,,,,,,
2014,Papua,DPD,,,,MESAKH MIRIN ,14,"297,604",1,,,,,,,,,,,
2014,Papua,DPD,,,,"NATAN NAFTALI TEBAI, S.Sos",15,"113,925",,,,,,,,,,,,
2014,Papua,DPD,,,,"Drs. PAULUS YOHANES SUMINO, M.M.",16,"164,554",,,,,,,,,,,,
2014,Papua,DPD,,,,RAFAEL YOSEP SIHOMBING,17,"21,361",,,,,,,,,,,,
2014,Papua,DPD,,,,"Drs. ROBERT ISIR, M.A., M.M. ",18,-,,,,,,,,,,,,
2014,Papua,DPD,,,,Drs. S.P. RUMBORIYAS ,19,"14,790",,,,,,,,,,,,
2014,Papua,DPD,,,,"TENIUS TABUNI, S.T. ",20,"46,532",,,,,,,,,,,,
2014,Papua,DPD,,,,THEOFILUS WAIMURI,21,"16,585",,,,,,,,,,,,
2014,Papua,DPD,,,,"Dr. H. TONI VICTOR MANDAWIRI WANGGAI, M.A.",22,"148,717",,,,,,,,,,,,
2014,Papua,DPD,,,,"YANES MURIB, M.M. ",23,"259,444",1,,,,,,,,,,,
2014,Papua,DPD,,,,"YUBERINA TABUNI, S.SOs.",24,"53,961",,,,,,,,,,,,
2014,Papua,DPD,,,,"Drs. YULIANUS NIKODEMUS WONMALY, M.A.",25,"23,971",,,,,,,,,,,,
2014,Papua Barat,DPD,,"531,198",,,,,,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Abdullah Manaray, S.T.",1,"94,307",1,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Chaidir Djafar, S.E., M.Si.",2,"43,900",1,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Ester Margareth Mandosir, S.Sos., M.H. ",3,"30,211",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Ishak Mandacan, S.H.",4,"30,497",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Ivan Ismail Madu, S.Sos. ",5,"18,441",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Jacob Esau Komigi, S.H., M.M.",6,"83,619",1,,,,,,,,,,,
2014,Papua Barat,DPD,,,,La Jumad,7,-,,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Mamberob Yosephus Rumakiek, S.Si. ",8,"39,401",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,Mervin Sadipun Komber ,9,"74,021",1,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Mika Dumais, S.H.",10,"16,873",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Salomie Christina Saway, S.H. ",11,"9,933",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,Sayid Fadhal Alhamid,12,"25,674",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Sopia Maipauw, S.H.",13,"30,869",,,,,,,,,,,,
2014,Papua Barat,DPD,,,,Usman Difinubun,14,-,,,,,,,,,,,,
2014,Papua Barat,DPD,,,,"Victor Juventusn G. May, S.Hut.",15,"33,452",,,,,,,,,,,,
2014,Riau,DPD,,"2,561,671",,,,,,,,,,,,,,,,
2014,Riau,DPD,,,,"Drs. H. ABDUL GAFAR USMAN, M.M",1,"227,991",1,,,,,,,,,,,
2014,Riau,DPD,,,,"AFRI, S.P",2,"147,951",,,,,,,,,,,,
2014,Riau,DPD,,,,"AGUSTIAN RASMANTO, S.E",3,"160,568",,,,,,,,,,,,
2014,Riau,DPD,,,,AMRIL PILIANG ,4,"62,374",,,,,,,,,,,,
2014,Riau,DPD,,,,H. ARSADIANTO RACHMAN,5,"87,217",,,,,,,,,,,,
2014,Riau,DPD,,,,DESMIANTO,6,"88,117",,,,,,,,,,,,
2014,Riau,DPD,,,,"H. ILYAS LABAY, S.Sos., M.Si",7,"103,652",,,,,,,,,,,,
2014,Riau,DPD,,,,"INTSIAWATI AYUS, S.H., M.H",8,"352,603",1,,,,,,,,,,,
2014,Riau,DPD,,,,"IWA SIRWANI BIBRA, S.Sos., M.Ag,. ",9,"167,171",,,,,,,,,,,,
2014,Riau,DPD,,,,"KHAIRUDDIN, S.H.I., M.Ag.",10,"77,044",,,,,,,,,,,,
2014,Riau,DPD,,,,"Dr. Hj. MAIMANAH UMAR, M.A",11,"184,625",1,,,,,,,,,,,
2014,Riau,DPD,,,,"KH. MOCH. ALWI ARIFIN, S.Pd",12,"80,298",,,,,,,,,,,,
2014,Riau,DPD,,,,"MUHAMMAD MUZAMIL, S.E",13,"32,993",,,,,,,,,,,,
2014,Riau,DPD,,,,"NARLIS, M.A",14,"150,488",,,,,,,,,,,,
2014,Riau,DPD,,,,"Ir. H. NAWASIR KADIR, M.M",15,"12,270",,,,,,,,,,,,
2014,Riau,DPD,,,,"RIBHAN DWI JAYANA, S.H., M.H",16,"50,998",,,,,,,,,,,,
2014,Riau,DPD,,,,ROSTI ULI PURBA,17,"197,562",1,,,,,,,,,,,
2014,Riau,DPD,,,,"H. SAID ZOHRIN, S.H., M.H",18,"65,782",,,,,,,,,,,,
2014,Riau,DPD,,,,"Drs. SUDARMO HASAN, M.A",19,"39,973",,,,,,,,,,,,
2014,Riau,DPD,,,,"H. SUSILO, S.E., M.M",20,"14,648",,,,,,,,,,,,
2014,Riau,DPD,,,,SUTRISNO. S,21,"18,092",,,,,,,,,,,,
2014,Riau,DPD,,,,Drs. H. TAUFIK IKRAM JAMIL,22,"51,725",,,,,,,,,,,,
2014,Riau,DPD,,,,WAN ABU BAKAR,23,"97,164",,,,,,,,,,,,
2014,Riau,DPD,,,,ZULHUSNI DOMO,24,"40,555",,,,,,,,,,,,
2014,Riau,DPD,,,,"H. ZULKARNAEN, S.H., M.H",25,"49,810",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,"654,197",,,,,,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,H. Amri Mustafa,1,"29,748",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,H. Andi Maksum Dai,2,"22,096",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"H. Andi R. Endong Patompo, M.B.A., CRE",3,"16,123",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Ir. H. Andi Surianto B. Mappangara, M.T. ",4,"31,340",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Andi Zastrawati, S.E., M.Si",5,"26,730",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Drs. H. Hasan Sulur,6,"26,100",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Drs. H. Husain Haenur,7,"29,381",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,I Ketut Sutama ,8,"17,056",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Indah Mayasari, S.Pd.",9,"19,043",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Ir. H. Iskandar Muda Baharuddin Lopa,10,"48,245",1,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Drs. Johari Rugani, M.A.",11,"6,669",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,H. M. Ramlie A,12,"14,369",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Marthen, M.Th.",13,"63,686",1,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Muh. Asri Anas,14,"58,151",1,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Muh. Ilman Nadjamuddin, S.P.",15,"10,034",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Muh. Rafi, S.E.",16,"4,195",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,K.H. Muh. Syibli Sahabuddin,17,"51,580",1,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Drs. H. M. Gaus Bastary,18,"7,387",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Muhammad Zakir Akbar,19,"36,766",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Hj. Mulyana Isham, S.H, M.M.",20,"41,165",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,"Drs. Naharuddin, M.Si. ",21,"13,868",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Noegroho Eko Mardiyono,22,"3,825",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Radhitya Ardimas Anwar ,23,"36,138",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,Sudirman Zuhdi ,24,"9,050",,,,,,,,,,,,
2014,Sulawesi Barat,DPD,,,,H. Syahrir Hamdani,25,"31,452",,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,"4,193,154",,,,,,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,A. Wahyuddin Malik,1,"198,171",,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,A.M. Iqbal Parewangi ,2,"233,785",1,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,"Ir.H. Abdul Aziz Qahar Mudzakkar, M.Si",3,"1,032,113",1,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,H. Abdul Djalil Thahir ,4,"110,008",,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,Drs. Abdul Kadir Patwa ,5,"96,248",,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,"Drs. Agussalim Andi Gadjong, S.H., M.H. ",6,"92,585",,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,"Dr. H. Ajiep Padindang, S.E., M.M",7,"304,466",1,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,Hj. Amru Rijal Junaid,8,"50,477",,,,,,,,,,,,
2014,Sulawesi Selatan,DPD,,,,Hj. Andi Fatimah,9,"98,597",,,,,,,,,,,,
