Year,Province name,Election ,Registered voters in district,Valid votes in district,Invalid votes,Candidate name,Candidate number,Candidate number of votes,Candidate elected,,,,,,,,
2024,Papua Tengah ,DPD,,,,"MICHAEL EDOWAI, S.I.Kom.",6,"76,573",,,,,,,,,
2024,Papua Tengah ,DPD,,,,"Pdt. RUBEN UAMANG, S.Th., MA.",7,"33,114",,,,,,,,,
2024,Papua Tengah ,DPD,,,,"SHANIA MONINGGA HINDOM, S.H",8,"34,868",,,,,,,,,
2024,Papua Tengah ,DPD,,,,"WHENSLAUS TEBAY, S.HI",9,"56,577",,,,,,,,,
2024,Papua Tengah ,DPD,,,,WILHELMUS PIGAI,10,"139,260",1,,,,,,,,
2024,Papua Tengah ,DPD,,,,YORRYS RAWEYAI,11,"179,828",1,,,,,,,,
2024,Papua Tengah ,DPD,,,,"YOSEPHINA PIGAI, S. Sos.",12,"69,713",,,,,,,,,
2024,Riau,DPD,"4,732,174","3,193,066","546,052",,,,,,,,,,,,
2024,Riau,DPD,,,,"H. ABDUL HAMID, S.PI., M.Si.",1,"189,171",1,,,,,,,,
2024,Riau,DPD,,,,"ALPASIRIN, S.I.P., M.I.P.",2,"162,972",,,,,,,,,
2024,Riau,DPD,,,,"ARIF EKA SAPUTRA, S.PI.",3,"271,518",1,,,,,,,,
2024,Riau,DPD,,,,"BENSON SINAGA, S.E.",4,"86,680",,,,,,,,,
2024,Riau,DPD,,,,"dr. BIRAN AFFANDI YUSRIONO, M.H.",5,"151,095",,,,,,,,,
2024,Riau,DPD,,,,"Dr. drh. H. CHAIDIR, M.M.",6,"171,527",,,,,,,,,
2024,Riau,DPD,,,,EDDY BUDIANTO,7,"50,055",,,,,,,,,
2024,Riau,DPD,,,,"H. EDWIN PRATAMA PUTRA, S.H.",8,"185,403",,,,,,,,,
2024,Riau,DPD,,,,"ELFENNI ERDIANTA BR. BANGUN, S.H., M.H.",9,"64,695",,,,,,,,,
2024,Riau,DPD,,,,"H. HERMAN MASKAR, S.Pd., M.Si.",10,"35,824",,,,,,,,,
2024,Riau,DPD,,,,"HOPEA INGVIRNIA ERWIN, S.H., M.H.",11,"171,632",,,,,,,,,
2024,Riau,DPD,,,,Ir. ICHWANUL IHSAN,12,"42,979",,,,,,,,,
2024,Riau,DPD,,,,"JUPRIZAL, S.Th.I., S.H., M.H.",13,"143,736",,,,,,,,,
2024,Riau,DPD,,,,KHARISMAN RISANDA,14,"69,716",,,,,,,,,
2024,Riau,DPD,,,,"LAMPITA PAKPAHAN, S.H.",15,"83,393",,,,,,,,,
2024,Riau,DPD,,,,"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",16,"37,579",,,,,,,,,
2024,Riau,DPD,,,,"Drs. H. MARTIUS BUSTI, M.M., M.H.",17,"42,592",,,,,,,,,
2024,Riau,DPD,,,,"Hj. MIMI LUTMILA, S.Si.",18,"128,497",,,,,,,,,
2024,Riau,DPD,,,,"Dr. Hj. MISHARTI, S.Ag., M.Si",19,"168,814",,,,,,,,,
2024,Riau,DPD,,,,"Dr. H. M RIZAL AKBAR, S.Si., M. Phil.",20,"73,050",,,,,,,,,
2024,Riau,DPD,,,,"K.H. MUHAMMAD MURSYID, M.Pd.I.",21,"262,889",1,,,,,,,,
2024,Riau,DPD,,,,"PATAR SITANGGANG, S.H.,M.H.",22,"62,706",,,,,,,,,
2024,Riau,DPD,,,,"H. PEBRIALIN RAZAK, S.E.,M.Si.",23,"57,694",,,,,,,,,
2024,Riau,DPD,,,,"RIDO RIKARDO, S.H., M.H.",24,"52,389",,,,,,,,,
2024,Riau,DPD,,,,"Dr. RIZALDI PUTRA, MBA.",25,"38,867",,,,,,,,,
2024,Riau,DPD,,,,"ROMWEL SITOMPUL, S.H.",26,"76,422",,,,,,,,,
2024,Riau,DPD,,,,"SEWITRI, S.E.",27,"219,168",1,,,,,,,,
2024,Riau,DPD,,,,"H. T. RUSLI AHMAD, S.E., M.M.",28,"50,530",,,,,,,,,
2024,Riau,DPD,,,,"YOSRIZAL, S.T., M.Si.",29,"41,473",,,,,,,,,
2024,Sulawesi Barat,DPD,"985,760","777,790","52,326",,,,,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"ABD JAWAS GANI, S.H., M.H.",1,"23,733",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"A. IAN ALI BAAL MASDAR, S.H.",2,"55,090",1,,,,,,,,
2024,Sulawesi Barat,DPD,,,,H. ALMALIK PABABARI,3,"56,225",1,,,,,,,,
2024,Sulawesi Barat,DPD,,,,ANDI MUH. ICHSAN,4,"5,791",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"ANDRI PRAYOGA PUTRA SINGKARRU, MSc.",5,"150,633",1,,,,,,,,
2024,Sulawesi Barat,DPD,,,,BASTIAN BASRI,6,"24,966",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"BUSTAN BASIR, S.H.I, M.A.",7,"19,331",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,Drs. HAJI HUSAIN,8,"17,937",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"Ir. H. HAMSAH SUNUBA, M. Kes.",9,"27,134",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"Drs. H. HARUN, M.M.",10,"5,599",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,HASAN BADO,11,"12,680",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"HEINCE DEMMABUTTU, S.I.P.",12,"5,540",,,,,,,,,
,,,,,,H.ISKANDAR MUDA BAHARUDDIN LOPA,13,"53,069",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,ISWAR,14,"15,773",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"JUPRI MAHMUD, S.E.",15,"112,289",1,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"H. KALMA KATTA, S.Sos., M.M.",16,"48,867",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"LEONAR BONGGA, S.H.",17,"21,396",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,MUHAIMIN FAISAL,18,"11,211",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"MUHAMMAD HATTA KAINANG, S.H ",19,"38,153",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,  RISBAR BERLIAN BACHRI,20,"19,006",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"Dr. SEMUEL LINGGI TOPAYUNG, M.A.P.",21,"16,138",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,H. SUKARDY MUHAMMAD NOER,22,"12,881",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"SUPRIADI YUSUF, S.Si., M.Si.",23,"5,163",,,,,,,,,
2024,Sulawesi Barat,DPD,,,,"Pdt. YAVED NATANIEL, S.Th.",24,"19,185",,,,,,,,,
2024,Sulawesi Selatan ,DPD,"6,670,528","4,865,100","500,018",,,,,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"A. ABD. WARIS HALID, B.S., M.M.",1,"504,201",1,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"Drs. H. ABD. RAHMAN, M.M.",2,"175,286",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"Ir. H. A. CHAIRIL ANWAR, M.M.",3,"215,154",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,A. HATTA MARAKARMA,4,"333,857",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"H. AL HIDAYAT SAMSU, S.Pd., M.Pd.",5,"496,609",1,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"Dr. Ir. H. A. M. YUSRAN PARIS, M.M.",6,"156,103",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,ANDI BASO RYADI MAPPASULLE,7,"125,225",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"DATU LUWU ANDI MARADANG MACKULAU, S.H.",8,"355,308",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,ANDI MUH. IHSAN,9,"390,146",1,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"Dr. Apt. H. ANDI MUH YAGKIN PADJALANGI, M.Kes.",10,"253,369",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"ELLI OSCHAR, M.Pd.I",11,"209,295",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,HARMANSYAH,12,"99,056",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,Prof. Dr. H IDRUS ANDI PATURUSI,13,"295,392",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"LILY AMELIA SALURAPA, S.E., M.M.",14,"213,301",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"Ir. H. MUHAMMAD NASYIT UMAR, SP.",15,"233,569",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,"Pdt. MUSA SALUSU, M.Th.",16,"252,786",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,ST. DIZA RASYID ALI,17,"100,654",,,,,,,,,
2024,Sulawesi Selatan ,DPD,,,,TAMSIL LINRUNG,18,"455,789",1,,,,,,,,
2024,Sulawesi Tengah ,DPD,"2,236,703","1,686,388","130,300",,,,,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"AAN ARIF LATADANO, S.T.",1,"61,717",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,ABCANDRA MUHAMMAD AKBAR,2,"181,655",1,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"SUPRATMAN, S.H.",3,"102,821",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"Dr. ABDUL RACHMAN THAHA, S.H., M.H.",4,"101,981",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"AHMAD SYAIFULLAH MALONDA, S.P.",5,"130,859",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"ANDHIKA MAYRIZAL AMIR, S.H., M.Kn.",6,"78,936",1,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"ANDI PARENRENGI, S.T.",7,"34,317",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"ARIFIN SUNUSI, S.H., MBT.",8,"37,234",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,BUDIMAN JAYA ASHARI,9,"67,129",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"EVA SUSANTI H BANDE, S.Sos.",10,"183,470",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"FEBRIYANTHI HONGKIRIWANG, S.Si., Apt.",11,"40,244",1,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"IKBAL BASIR KHAN LUKKY SEMEN, S.E.",12,"78,389",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"Ir. MOH. FAIZAL MANG, M.M.",13,"38,499",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"MUGIRA, S.H.",14,"79,712",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"H. MUSTAR LABOLO, S.Sos., M.Pd.",15,"47,263",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,PERI COKROAMINOTO,16,"18,057",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"DEWANTORO, S.Fil.I.",17,"162,585",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,RAFIQ AL-AMRI,18,"97,686",1,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,Pdt. RINALDI DAMANIK SITI ZAHRIA,19,"33,395",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"SUHARDI, S.Th.I.",20,"32,086",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"Ir. H. SYAIFULLAH DJAFAR, M.Si.",21,"28,099",,,,,,,,,
2024,Sulawesi Tengah ,DPD,,,,"Ir. TRIE IRIANY LAMAKAMPALI, M.M.",22,"50,254",,,,,,,,,
2024,Sulawesi Tenggara,DPD,"1,867,931","1,407,207","180,394",,,,,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,ABDUL JALIL,1,"56,512",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"H. ABDUL RASYID SYAWAL, S.Pd.",2,"61,602",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"ALMAGHFIRAH SAPRI, S.H.",3,"21,317",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,AMNAENI DG. TABAJI,4,"66,936",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"Hj. ANDI NIRWANA S., S.P., M.M.",5,"72,847",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"ANDI SAHIBUDDIN, S.Ag.",6,"48,938",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"BURHANIS, S.A.P.",7,"13,714",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"dr. DEWA PUTU ARDIKA SEPUTRA, Sp.OG.",8,"94,166",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,FATMAYANI HARLI TOMBILI,9,"26,187",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,LA ODE UMAR BONTE,10,"214,999",1,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"LENI ANDRIANI SURUNUDDIN, B.Bus., M.Com.",11,"156,916",1,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,MANSUR,12,"32,308",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,M. ARIS ACHMAD,13,"20,672",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"Dr. MASMUR, S.S., M.Si.",14,"44,989",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"Dr. H. M. TASMIN L., M.Pd.I.",15,"44,534",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"H. MUHLIS, S.Si.",16,"52,303",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"Drs. H. MUIRUN AWI, M.Si.",17,"26,143",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"Dr. H. MZ. AMIRUL TAMIM, M.Si.",18,"94,530",1,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,RATNA LA DA,19,"46,140",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,TIE SARANANI,20,"29,519",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"H. TONY AKBAR HASIBUAN, S.H., M.H.",21,"6,208",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"Ir. WA ODE HAMSINAH BOLU, M.Sc.",22,"47,913",,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"WA ODE RABIA AL ADAWIA RIDWAN, S.E., M.B.A.",23,"119,728",1,,,,,,,,
2024,Sulawesi Tenggara,DPD,,,,"Dr. YURISMAN STAR, S.E., M.Si.",24,"8,086",,,,,,,,,
2024,Sulawesi Utara ,DPD,"1,969,903","1,497,328","144,428",,,,,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,"ABID TAKALAMINGAN,S.Sos., M.H.",1,"140,474",,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,"Dra. ADRIANA CHARLOTTE DONDOKAMBEY, M.SI.",2,"202,652",1,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,CHERISH HARRIETTE,3,"234,333",1,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,DJAFAR ALKATIRI,4,"188,580",,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,MAYA RUMANTIR,5,"394,153",1,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,"MURPHY ELDY KANLY KUHU, S.T.P.",6,"72,868",,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,"PUTRI REJEKI KASAD, S.H., M.Kn.",7,"48,142",,,,,,,,,
2024,Sulawesi Utara ,DPD,,,,"Ir. STEFANUS B.A.N LOW, M.A.P.",8,"216,126",1,,,,,,,,
2024,Sumatera Barat,DPD,"4,088,606","2,865,393","256,495",,,,,,,,,,,,
2024,Sumatera Barat,DPD,,,,"H. ABDUL AZIZ, SP., M.M.",1,"246,620",,,,,,,,,
2024,Sumatera Barat,DPD,,,,"CERINT IRALLOZA TASYA, S.Ked.",2,"489,942",1,,,,,,,,
2024,Sumatera Barat,DPD,,,,DESRIO PUTRA,3,"144,474",,,,,,,,,
2024,Sumatera Barat,DPD,,,,DIRRI UZHZHULAM. (ELOK).,4,"133,362",,,,,,,,,
2024,Sumatera Barat,DPD,,,,Hj. EMMA YOHANNA,5,"377,605",1,,,,,,,,
2024,Sumatera Barat,DPD,,,,"Ir. H. HENDRA IRWAN RAHIM, M.M.",6,"131,685",,,,,,,,,
2024,Sumatera Barat,DPD,,,,"H. JELITA DONAL, Lc.",7,"308,986",1,,,,,,,,
2024,Sumatera Barat,DPD,,,,"Drs. JHONI AFRIZAL, DT.HITAM.",8,"78,013",,,,,,,,,
2024,Sumatera Barat,DPD,,,,"H. LEONARDY HARMAINY, DT.BANDARO BASA,S.IP.,M.H.",9,"166,525",,,,,,,,,
2024,Sumatera Barat,DPD,,,,"MEVRIZAL, S.H., M.H.",10,"64,240",,,,,,,,,
2024,Sumatera Barat,DPD,,,,"H. MUSLIM M YATIM, Lc., M.M.",11,"275,203",1,,,,,,,,
2024,Sumatera Barat,DPD,,,,"NURKHALIS, S.H.",12,"224,195",,,,,,,,,
2024,Sumatera Barat,DPD,,,,YONDER WE ALVARENT,13,"21,643",,,,,,,,,
2024,Sumatera Barat,DPD,,,,"YONG HENDRI, S.H, DT. Paduko Reno.",14,"55,446",,,,,,,,,
2024,Sumatera Barat,DPD,,,,"Hj. YURI HADIAH, S.H.",15,"147,454",,,,,,,,,
2024,Sumatera Selatan,DPD,"6,326,348","4,308,755","849,576",,,,,,,,,,,,
2024,Sumatera Selatan,DPD,,,,ABDUL AZIZ,1,"214,793",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"AGUNG WIJAYA, S.H., M.H.",2,"172,758",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,ALDINA MERIAMDA PUTRI,3,"88,727",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"AMALIAH, S.K.G., M.B.A.",4,"506,475",1,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"HJ. ARNIZA NILAWATI, S.E., M.M.",5,"209,634",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"dr. AZZAHRAZADE, M.K.M.",6,"123,656",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"EDWARD JAYA, S.H.",7,"78,190",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"Hj. EVA SUSANTI, S.E., M.M.",8,"495,651",1,,,,,,,,
2024,Sumatera Selatan,DPD,,,,H. IMAM MANSUR,9,"194,114",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"JIALYKA MAHARANI, S.l.Kom.",10,"529,411",1,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"DR. H. MAT SYUROH, M.M., M.Si",11,"74,087",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"H. M. HAMDANI, A.M.Kep, S.K.M., M.Kes (Biomed)",12,"50,042",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,M. REZA FARISYI,13,"30,062",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"MUHAMMAD AMINUDDIN, S.H.",14,"46,501",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"H. NUR KHOLIS, S.H., M.A.",15,"42,613",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,"RATU TENNY LERIVA, S.Ked.",16,"811,302",1,,,,,,,,
2024,Sumatera Selatan,DPD,,,,ROSMALA DEWI,17,"49,248",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,Hj. SEPTIANA CAROLIN,18,"53,839",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,ROSMALA DEWI,19,"38,047",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,Hj. SEPTIANA CAROLIN,20,"190,630",,,,,,,,,
2024,Sumatera Selatan,DPD,,,,ROSMALA DEWI,21,"308,975",,,,,,,,,
2024,Sumatera Utara,DPD,"10,853,940","6,736,533","1,401,760",,,,,,,,,,,,
2024,Sumatera Utara,DPD,,,,Ir. ABDON NABABAN,1,"208,979",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"H. ALBINER SITOMPUL, S.I.P., M.A.P.",2,"232,949",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"ANDI JUNIANTO BARUS, S.H., M.H.",3," 162,322 ",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"Dr. BADIKENITA BR SITEPU, S.E., S.H., M.Si.",4,"553,752",1,,,,,,,,
2024,Sumatera Utara,DPD,,,,"BAHRUL 'ULUM HARAHAP, S.Fil.I., M.Pd.",5,"400,451",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"DARWIS H. HARAHAP, S.P.",6,"244,907",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"Ust. Dr. H. DEDI ISKANDAR BATUBARA, S.Sos., S.H., M.S.P., M.H., C.I.R.B.C., C.W.C.",7,"1,081,487",1,,,,,,,,
2024,Sumatera Utara,DPD,,,,"EMSAH PERANGIN ANGIN, S.P.",8,"134,891",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"H. FAISAL AMRI, S.Ag., M.Ag.",9,"546,936",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"Dr. IKHWALUDDIN SIMATUPANG, S.H., M.Hum.",10,"132,205",,,,,,,,,
2024,Sumatera Utara,DPD,,,,ISKANDAR SEMBIRING,11,"63,654",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"JOKO SUSILO, A.Md.",12,"137,145",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"M. FIRMAN SHAH, S.H.",13,"151,549",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"K.H. MUHAMMAD NUH, M.S.P.",14,"618,241",1,,,,,,,,
2024,Sumatera Utara,DPD,,,,"Dr. PARLINDUNGAN PURBA, S.H., M.M.",15,"532,646",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"PARULIAN SIREGAR, M.A.",16,"165,389",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"Pdt. PENRAD SIAGIAN, S.Th., M.Si., Teol.",17,"642,165",1,,,,,,,,
2024,Sumatera Utara,DPD,,,,"Ust. RAFDINAL, S.Sos., M.A.P.",18,"259,510",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"SABAM PARULIAN PARSAORAN MANALU, S.E., M.A.P.",19,"278,853",,,,,,,,,
2024,Sumatera Utara,DPD,,,,"SAMULYA SURYA INDRA, S.P.",20,"139,798",,,,,,,,,
2024,Sumatera Utara,DPD,,,,SUKADI ,21,"48,704",,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
